original,ocr,visionOcr,Tessaract%,Vision%
"එවැනි අවස්ථා දිගින්‌ දිගටම පැවතීම,
අදාළ විදෙස්‌ රජය හෝ අස්ථිත්වය විසින්‌ ශ්‍රී ලංකාවට අත්‍යවශ්‍යයෙන් වැදගත්‌ කේෂ්ත්‍රයක්‌ තුල,
අහිතකර ලෙස ප්‍රතික්‍රියා ගන්නා බවට තර්ජනය කිරීමට හෝ එසේ ක්‍රියා කිරීම දක්වා මග පෑදිය
හැකි ය.","එවැනි අවස්ථා දිගින්‌ දිගටම පැවතීම,
අදාළ විදෙස්‌ රජය හෝ අස්ථින්වය විසින්‌ ශ්‍රී ලංකාවට අත්‍යවශායෙන්‌ වැදගත්‌ කේෂ්ත්‍රයක්‌ තුල,
'අභිතකර ලෙස ප්‍රතික්‍රියා ගන්නා බවට තර්ජනය කිරීමට හෝ එසේ ක්‍රියා කිරීම දක්වා මහ පෑදිය
හැකි ය.","එවැනි අවස්ථා දිගින් දිගටම පැවතීම,
අදාළ විදෙස් රජය හෝ අස්ථිත්වය විසින් ශ්‍රී ලංකාවට අත්‍යවශ්‍යයෙන් වැදගත් කේෂ්ත්‍රයක් තුල,
අහිතකර ලෙස ප්‍රතික්‍රියා ගන්නා බවට තර්ජනය කිරීමට හෝ එසේ ක්‍රියා කිරීම දක්වා මඟ පෑදිය
හැකි ය.",96.8,98.38
"විදෙස් රජයන්හි අමාත්‍යවරු, තානාපතිවරු හෝ  ජ්‍යෙෂ්ඨ නිලදාරීන් සමග පවත්වනු ලබන රැස්වීම්‌

අමාත්‍යවරු / රේඛීය නියෝජිතායතන සහ ශ්‍රී ලංකා රජය යටතේ රජයේ නිලයන්‌ දරන නිලධාරීන්‌
මෙරටට පැමිණෙන අමාත්‍යවරු, ප්‍රභූන්‌, දුත මණ්ඩල, තානාපතිවරු හෝ විදෙස්‌ රටවල ජ්‍යෙෂ්ඨ
නිලධාරීන්‌ හමුවීමේ දී විදේශ කටයුතු අමාත්‍යාංශයේ සහ අනෙකුත්‌ අදාළ අමාත්‍යාංශවල
නියෝජිතයෙකුට ආරාධනා කළ යුතු ය.","3.විදෙස්‌ රජයන්ගි අමාත්‍යවරු, තානාපතිවරු හෝ ජ්‍යෙෂ්ඨ නිලධාරීන්‌ සමහ පවත්වනු ලබන රැස්වීම්‌
අමාතාවරු/ රේඛීය නියෝජිතායතන සහ ශ්‍රී ලංකා රජය යටකේ රජයේ නිලයන්‌ දරන නිලධාරීන්‌
මෙරටට පැමිණෙන අමාත්‍යවරු, ප්‍රභූන්‌, දුත මණ්ඩල, තානාපතිවරු හෝ විදෙස්‌ රටවල ජ්‍යෙෂ්ඨ
නිලධාරීන්‌ හමුවීමේ දී විදේශ කටයුතු අමාත්‍යාංශයේ සහ අනෙකුත්‌ අදාළ අමාත්‍යාංශවල
නියෝජිතයෙකුට ආරාධනා කළ යුතු ය.","විදෙස් රජයන්හි අමාත්‍යවරු, තානාපතිවරු හෝ ජ්‍යෙෂ්ඨ නිලධාරීන් සමඟ පවත්වනු ලබන රැස්වීම්
අමාත්‍යවරු/ රේඛීය නියෝජිතායතන සහ ශ්‍රී ලංකා රජය යටතේ රජයේ නිලයන් දරන නිලධාරීන්
මෙරටට පැමිණෙන අමාත්‍යවරු, ප්‍රභූන්, දූත මණ්ඩල, තානාපතිවරු හෝ විදෙස් රටවල ජ්‍යෙෂ්ඨ
නිලධාරීන් හමුවීමේ දී විදේශ කටයුතු අමාත්‍යාංශයේ සහ අනෙකුත් අදාළ අමාත්‍යාංශ වල
නියෝජිතයෙකුට ආරාධනා කළ යුතු ය.",89.9,92.59
"මෙම අවශ්‍යතාවය ඉටු නොවන අවස්ථාවේ දී, අදාළ
නියෝජිතායතනය විසින්‌ අවම වශයෙන්‌, රැස්වීම්‌ සාකච්ඡාවේ සාරාංශ වාර්තාවක්  විදේශ කටයුතු
අමාත්‍යාංශයට ඉදිරිපත්‌ කළ යුතු ය.","මෙම අවශ්‍යතාවය ඉටු නොවන අවස්ථාවේ දී, අදාළ
නියෝජිතායතනය විසින්‌ අවම වශයෙන්‌, රැස්වීම්‌ සාකච්ඡාවේ සාරාංශ චාර්තාවක්‌ විදේශ කටයුතු
අමාත්‍යාංශයට ඉදිරිපත්‌ කළ යුතු ය.","මෙම අවශ්‍යතාවය ඉටු නොවන අවස්ථාවේ දී, අදාළ
නියෝජිතායතනය විසින් අවම වශයෙන්, රැස්වීම් සාකච්ඡාවේ සාරාංශ වාර්තාවක් විදේශ කටයුතු
අමාත්‍යාංශයට ඉදිරිපත් කළ යුතු ය.",98.75,98.41
original,ocr,visionOcr,Tessaract%,Vision%
"විදෙස් ආරාධිත අමුත්තන් සමඟ පවත්වනු ලබන සාකච්ඡාවේ තත්ත්වය සහ සුවිශේෂතාව මත
පදනම්ව අදාළ රජයේ ආයතන විසින් එම සාකච්ඡාවන්හි දී ඉදිරිපත් කළ යුතු කරුණු සහ අදාළ තොරතුරු සම්බන්ධයෙන් විදේශ කටයුතු අමාත්‍යාංශයේ උපදෙස් ලබා ගත යුතු ය.","විදෙස්‌ ආරාධිත අමුත්තන්‌ සමහ පවත්වනු ලබන සාකච්ඡාවේ තත්ත්වය සහ සුවිශේෂතාව මත
පදනම්ව අදාළ රජයේ ආයතන විසින්‌ එම සාකච්ඡාවන්ගි දී ඉදිරිපත්‌ කළ යුතු කරුණු සහ අදාළ
තොරතුරු සම්බන්ධයෙන්‌ විදේශ කටයුතු අමාත්‍යාංශයේ උපදෙස්‌ ලබා ගත යුතු ය.","විදෙස් ආරාධිත අමුත්තන් සමඟ පවත්වනු ලබන සාකච්ඡාවේ තත්ත්වය සහ සුවිශේෂතාව මත
පදනම්ව අදාළ රජයේ ආයතන විසින් එම සාකච්ඡාවන්හි දී ඉදිරිපත් කළ යුතු කරුණු සහ අදාළ
තොරතුරු සම්බන්ධයෙන් විදේශ කටයුතු අමාත්‍යාංශයේ උපදෙස් ලබා ගත යුතු ය.",81.17,99.55
"ශ්‍රී ලංකා රජය විසින් පිළි නොගත් හෝ රාජ්‍යතාන්ත්‍රික සබඳතා පිගිටුවා නොමැති රාජ්‍යන්ගි/
රජයන්ගි නියෝජිතයන් විසින් සංවිධානය කරන ලද උන්සව සඳා ශ්‍රී ලංකා රජයේ ප්‍රභූන්/ ජ්‍යෙෂ්ඨ
නිලධාරීන් සහභාගිව සිටි අවස්ථා මෑත කාලයේ දී නිරීක්‍ෂණය විය.","4.ලංකා රජය විසින්‌ පිළිගෙන නොමැති හෝ රාජ්‍යතාන්ත්‍රික සබඳතා ස්ථාපිත කර නොමැති රාජ්‍ය]
ශ්‍රි ලංකා රජය විසින්‌ පිළි නොගත්‌ හෝ රාජ්‍යතාන්ත්‍රික සබඳතා පිගිටුවා නොමැති රාජ්‍යන්ගි/
රජයන්ගි නියෝජිතයන්‌ විසින්‌ සංවිධානය කරන ලද උන්සව සඳා ශ්‍රී ලංකා රජයේ ප්‍රභූන්‌/ ජ්‍යෙෂ්ඨ
නිලධාරින්‌ සහභාගිව සිටි අවස්ථා මෑත කාලයේ දී නිරීක්ෂණය විය.","ශ්‍රී ලංකා රජය විසින් පිළිගෙන නොමැති හෝ රාජ්‍යතාන්ත්‍රික සබඳතා ස්ථාපිත කර නොමැති රාජ්‍ය
රජයන් සමඟ කටයුතු කිරීම
ශ්‍රී ලංකා රජය විසින් පිළි නොගත් හෝ රාජ්‍යතාන්ත්‍රික සබඳතා පිහිටුවා නොමැති රාජ්‍යන්හි
රජයන්හි නියෝජිතයන් විසින් සංවිධානය කරන ලද උත්සව සඳහා ශ්‍රී ලංකා රජයේ ප්‍රභූන්/ ජ්‍යෙෂ්ඨ
නිලධාරීන් සහභාගිව සිටි අවස්ථා මෑත කාලයේ දී නිරීක්ෂණය විය.",62.7,78.4
"මෙම තත්ත්වය, සැලකිය යුතු
අන්දමේ ද්වීපාර්ශ්වීය සහ බහුපාර්ශ්‍වීය ගැටලු ඇති කරනු ලැබ ඇත.","මෙම තක්ත්වය, සැලකිය යුතු
අන්දමේ ද්වීපාර්ශ්වීය සහ බහුපාර්ශ්චීය ගැටලු ඇති කරනු ලැබ ඇත.","මෙම තත්ත්වය, සැලකිය යුතු
අන්දමේ ද්වීපාර්ශ්වීය සහ බහුපාර්ශ්වීය ගැටලු ඇති කරනු ලැබ ඇත.",97.04,99.41
මෙවැනි අවස්ථා වැළැක්වීම සඳහා කිසිදු රජයේ ආයතනයක් විසින් එවැනි නියෝජනයන් විසින් පවත්වනු ලබන උත්සව අවස්ථා සහ කටයුතු සඳහා ආරාධනා පිළිගැනීම/ පිළිගැන්වීම සිදු නොකල යුතුය.,"මෙවැනි අවස්ථා වැළැක්වීම
සඳහා කිසිදු රජයේ ආයතනයක්‌ විසින්‌ එවැනි නියෙෝජනයන්‌ විසින්‌ පවත්වනු ලබන උන්සව අවස්ථා,
සහ කටයුතු සඳහා ආරාධනා පිළිගැනීම/ පිළිගැන්වීම සිදු නොකල යුතුය.","මෙවැනි අවස්ථා වැළැක්වීම
සඳහා කිසිදු රජයේ ආයතනයක් විසින් එවැනි නියෝජනයන් විසින් පවත්වනු ලබන උත්සව අවස්ථා
සහ කටයුතු සඳහා ආරාධනා පිළිගැනීම පිළිගැන්වීම සිදු නොකල යුතුය.",96.43,98.48
"මේ සම්බන්ධයෙන් යම් පැහැදිලි කිරීමක් අවශ්‍ය වන්නේ නම්, විදේශ කටයුතු අමාත්‍යාංශයෙන් විමසීම් සිදු කළ හැකි ය.","මේ සම්බන්ධයෙන්‌ යම්‌
පැහැදිලි කිරීමක්‌ අවශ්‍ය වන්නේ නම්‌, විදේශ කටයුතු අමාත්‍යාංශයෙන්‌ 8686 සිදු කළ හැකි ය.","මේ සම්බන්ධයෙන් යම්
පැහැදිලි කිරීමක් අවශ්‍ය වන්නේ නම්, විදේශ කටයුතු අමාත්‍යාංශයෙන් විමසීම් සිදු කළ හැකි ය.",91.51,99.05
"විමසීම්: සන්ධාන අංශය, විදේශ කටයුතු අමාත්‍යාංශය
දුරකථන: 0112 421816/ 011 2327048
විද්‍යුත් තැපෑල: cprot@mfa.gov.lk, protocol@mfa.gov.lk
විදේශ සබඳතා පිළිබඳ මාධ්‍ය ප්‍රකාශන

අමාත්‍යාංශ/ නියෝජිතායතන විසින් ශ්‍රී ලංකාවේ විදේශ ප්‍රතිපත්තිය සහ සබඳතා, විදෙස් රටවල් සම්බන්ධ ගැටලු, ශ්‍රී ලංකාවේ පිහිටි විදේශීය දූත මණ්ඩල සහ එතෙර පිහිටි ශ්‍රී ලංකා දූත මණ්ඩල ආදිය සම්බන්ධයෙන් කිසිදු ආකාරයක මාධ්‍ය ප්‍රකාශනයක් (සම්මුඛ සාකච්ඡා, සමාජ මාධ්‍ය, මුද්‍රිත
මාධ්‍ය, ඩිජිටල්/ ඉලෙක්ට්‍රොනික් මාධ්‍ය ආශ්‍රිත ලිපි) විදේශ කටයුතු අමාත්‍යාංශයේ ලිඛිත
නිෂ්කාශනයක් නොමැතිව නිකුක් නොකළ යුතු අතර එය, අයුතු ද්විපාර්ශ්වීය හෝ බහුපාර්ශ්වීය සංවර්ධනයන් වැළැක්වීමත්, ශ්‍රී ලංකාවේ විදේශ ප්‍රතිපත්තිය සම්බන්ධයෙන් සංගත ප්‍රවේශයක් විධිමත් කිරීමටත් ඉවහල් වේ.","විමසීම්‌: සන්ධාන අංශය, විදේශ කටයුතු අමාත්‍යාංශය
දුරකථන: 0112 421816/ 011 2327048
විද්‍යුත්‌ තැපෑල: cprot@mia.gov.Ik, protocol@mia.gov.lk
5.විදේශ සබඳතා පිළිබඳ මාධ්‍ය ප්‍රකාශන
අමාත්‍ය්‍යංශ/ නියෝජිතායකන විසින්‌ ශ්‍රී ලංකාවේ විදේශ ප්‍රතිපක්තිය සහ සබඳතා, විදෙස්‌ රටවල්‌
සම්බන්ධ ගැටලු, ශ්‍රී ලංකාවේ 883 විදේශීය දුත මණ්ඩල සහ එතෙර 865 ශ්‍රී ලංකා දූත මණ්ඩල
ආදිය සම්බන්ධයෙන්‌ කිසිදු ආකාරයක මාධ්‍ය ප්‍රකාශනයක්‌ (සම්මුඛ සාකච්ඡා, සමාජ මාධ්‍ය, මුද්‍රිත
මාධ්‍ය, ඩිජිටල්‌/ ඉලෙක්ට්‍රොනික්‌ මාධ්‍ය ආශ්‍රිත ලිපි) විදේශ කටයුතු අමාත්‍යාංශයේ ලිබිත
නිෂ්කාශනයක්‌ නොමැතිව නිකුන්‌ නොකළ යුතු අතර එය, අයුතු 48860௦ හෝ இலல
සංවර්ධනයන්‌ වැළැක්වීමටන්‌, ශ්‍රී ලංකාවේ විදේශ ප්‍රතිපත්තිය සම්බන්ධයෙන්‌ සංගත ප්‍රවේශයක්‌
වියිමක්‌ කිරීමටක්‌ ඉවහල්‌ වේ.","විමසීම්: සන්ධාන අංශය, විදේශ කටයුතු අමාත්‍යාංශය
දුරකථන: 0112 421816/ 011 2327048
විද්‍යුත් තැපෑල: cprot@mfa.gov.lk, protocol@mfa.gov.lk
විදේශ සබඳතා පිළිබඳ මාධ්‍ය ප්‍රකාශන
අමාත්‍යාංශ/ නියෝජිතායතන විසින් ශ්‍රී ලංකාවේ විදේශ ප්‍රතිපත්තිය සහ සබඳතා, විදෙස් රටවල්
සම්බන්ධ ගැටලු, ශ්‍රී ලංකාවේ පිහිටි විදේශීය දූත මණ්ඩල සහ එතෙර පිහිටි ශ්‍රී ලංකා දූත මණ්ඩල
ආදිය සම්බන්ධයෙන් කිසිදු ආකාරයක මාධ්‍ය ප්‍රකාශනයක් (සම්මුඛ සාකච්ඡා, සමාජ මාධ්‍ය, මුද්‍රිත
මාධ්‍ය, ඩිජිටල් ඉලෙක්ට්‍රොනික් මාධ්‍ය ආශ්‍රිත ලිපි) විදේශ කටයුතු අමාත්‍යාංශයේ ලිඛිත
නිෂ්කාශනයක් නොමැතිව නිකුත් නොකළ යුතු අතර එය, අයුතු ද්විපාර්ශ්වීය හෝ බහුපාර්ශ්වීය
සංවර්ධනයන් වැළැක්වීමටත්, ශ්‍රී ලංකාවේ විදේශ ප්‍රතිපත්තිය සම්බන්ධයෙන් සංගත ප්‍රවේශයක්
විධිමත් කිරීමටත් ඉවහල් වේ.",51.76,99.09
"මෙවැනි මාධ්‍ය ප්‍රකාශන සිදු කිරීමේ දී ගරු අමාත්‍යවරු, ගරු රාජ්‍ය/ නියෝජ්‍ය අමාත්‍යවරු, ගරු පාර්ලිමේන්තු මන්ත්‍රීවරු සහ ජ්‍යෙෂ්ඨ නිලධාරීන් තම උපරිම අවධානය යොමු කරන මෙන් ඉල්ලා සිටිනු ලැබේ.","මෙවැනි මාධ්‍ය ප්‍රකාශන සිදු කිරීමේ දී ගරු අමාත්‍යවරු, ගරු රාජ්‍ය/ නියෝජ්‍ය අමාත්‍යවරු,
ගරු පාර්ලිමේන්තු මන්ත්‍රීවරු සහ ජ්‍යෙෂ්ඨ නිලධාරීන්‌ තම උපරිම අවධානය යොමු කරන මෙන්‌
ඉල්ලා සිටිනු ලැබේ.","මෙවැනි මාධ්‍ය ප්‍රකාශන සිදු කිරීමේ දී ගරු අමාත්‍යවරු, ගරු රාජ්‍ය නියෝජ්‍ය අමාත්‍යවරු,
ගරු පාර්ලිමේන්තු මන්ත්‍රීවරු සහ ජ්‍යෙෂ්ඨ නිලධාරීන් තම උපරිම අවධානය යොමු කරන මෙන්
ඉල්ලා සිටිනු ලැබේ.",98.4,98.65
"විමසීම්: මහජන රාජ්‍යතාන්ත්‍රික අංශය, විදේශ කටයුතු අමාත්‍යාංශය
දුරකථන: 0112437633
විද්‍යුන් තැපෑල: publicity@mfa.gov.lk

ජාත්‍යාන්තර ගිවිසුම්/ අවබෝධතා ගිවිසුම්
(අ) ද්විපාර්ශ්වීය, කලාපීය සහ බහුපාර්ශ්වීය ගිවිසුම්/ අවබෝධතා ගිවිසුම් සම්බන්ධයෙන් රේඛීය අමාත්‍යාංශ සාකච්ඡා පැවැත්වීම සහ ඒ සම්බන්ධයෙන් විදෙස් අස්ථිත්ව සමඟ ගිවිසුම්වලට එළැඹීම
2002 අගෝස්තු 21 දිනැති අමාත්‍ය මණ්ඩල තීරණය ප්‍රකාරව, ශ්‍රී ලංකා රජයේ රේඛීය
අමාත්‍යාංශ සහ දෙපාර්තමේන්තු විසින් විදෙස් රාජ්‍යවල අධිකාරයන් සමඟ ගිවිසුම්
සම්බන්ධයෙන් සිදු කරනු ලබන සාකච්ඡාවලට අදාළ යම් විධිමත් යෝජනා, ප්‍රථමයෙන්,
විදේශ කටයුතු අමාත්‍යාංශයේ අවධානයට යොමු කළ යුතු ය.","විමසීම්‌: මහජන රාජ්‍යතාන්ත්‍රික අංශය, විදේශ කටයුතු අමාත්‍යාංශය
දුරකථන: 0112437633
ංවිද්‍යුන්‌ තැපෑල: publicity@mfagovlk
6, ජාත්‍යන්තර ගිවිසුම්‌/ අවබෝධතා ගිවිසුම්‌
(@) ද්විපාර්ශ්වීය, කලාපිය සහ බහුපාර්ශ්වීය ගිවිසුම්‌/ අවබෝධතා ගිවිසුම්‌ සම්බන්ධයෙන්‌ රෙමීය
අමාත්‍යංශ සාකච්ඡා පැවැත්වීම සහ ඒ සම්බන්ධයෙන්‌ විදෙස්‌ අස්ථිත්ව සමඟ ගිවිසුම්වලට
එළැඹීම
(02002 අගෝස්තු 21 දිනැති අමාත්‍ය මණ්ඩල තීරණය ප්‍රකාරව, ශ්‍රී ලංකා රජයේ රේඛීය
අමාත්‍යාංශ සහ දෙපාර්තමේන්තු විසින්‌ විදෙස්‌ රාජ්‍යවල අධිකාරයන්‌ සමඟ ගිවිසුම්‌
'සබේන්ධයෙන්‌ සිදු කරනු ලබන සාකච්ඡාවලට අදාළ යම්‌ විධිමත්‌ යෝජනා, ප්‍රථමයෙන්‌.","විමසීම්: මහජන රාජ්‍යතාන්ත්‍රික අංශය, විදේශ කටයුතු අමාත්‍යාංශය
දුරකථන: 0112 437633
විද්‍යුත් තැපෑල: publicity@mfa.gov.lk
ජාත්‍යන්තර ගිවිසුම්/ අවබෝධතා ගිවිසුම්
(අ) ද්විපාර්ශ්වීය,කලාපීය සහ බහුපාර්ශ්වීය ගිවිසුම්/ අවබෝධතා ගිවිසුම් සම්බන්ධයෙන් රේඛීය
අමාත්‍යාංශ සාකච්ඡා පැවැත්වීම සහ ඒ සම්බන්ධයෙන් විදෙස් අස්ථීත්ව සමග ගිවිසුම්වලට
එළැඹීම
(i) 2002 අගෝස්තු 21 දිනැති අමාත්‍ය මණ්ඩල තීරණය ප්‍රකාරව, ශ්‍රී ලංකා රජයේ රේඛීය
අමාත්‍යාංශ සහ දෙපාර්තමේන්තු විසින් විදෙස් රාජ්‍ය වල අධිකාරයන් සමඟ ගිවිසුම්
සම්බන්ධයෙන් සිදු කරනු ලබන සාකච්ඡා වලට අදාළ යම් විධිමත් යෝජනා, ප්‍රථමයෙන්,
විදේශ කටයුතු අමාත්‍යාංශයේ අවධානයට යොමු කළ යුතු ය.",78.84,97.35
"විදේශ අස්ථික්ව සමඟ ගිවිසුම්/ අවබෝධතා ගිවිසුම්වලට එළැඹීමේ දී, එවැනි නෛතික
ලේඛන සම්බන්ධයෙන් විදේශ කටයුතු අමාත්‍යාංශයෙන් නිෂ්කාශන ලබා ගැනීම අනිවාර්‍ය 
වන අතර එහිදී විදේශ කටයුතු අමාත්‍යාංශය විසින් විදේශ සබඳතාවලට අදාළව ප්‍රතිප්තිමය
සහ නෛතික දෘෂ්ටිකෝණයෙන් සංවේදිතා සහ ගම්‍යාර්ථ පවතී ද යනාදි කරුණු පරීක්‍ෂා",විදේශ කටයුතු අමාත්‍යාංශයේ අවධානයට යොමු කළ යුතු ය.,"විදේශ අස්ථිත්ව සමඟ ගිවිසුම්/ අවබෝධතා ගිවිසුම්වලට එළැඹීමේ දී, එවැනි නෛතික
ලේඛන සම්බන්ධයෙන් විදේශ කටයුතු අමාත්‍යාංශයෙන් නිෂ්කාශන ලබා ගැනීම අනිවාර්ය
වන අතර එහිදී විදේශ කටයුතු අමාත්‍යාංශය විසින් විදේශ සබඳතා වලට අදාළව ප්‍රතිපත්තිමය
සහ නෛතික දෘෂ්ටි කෝණයෙන් සංවේදිතා සහ ගම්‍යාර්ථ පවතී ද යනාදි කරුණු පරීක්ෂා",21.26,98.33
original,ocr,visionOcr,Tessaract%,Vision%
කරනු ලැබේ.,කරනු ලැබේ.,කරනු ලැබේ.,100.0,100.0
"රේඛීය අමාත්‍යාංශ/ නියෝජිතායතන ඍජුවම නීතිපති දෙපාර්තමේන්තුව සමඟ
සම්බන්ධ වන ගිවිසුම්/ අවබෝධතා ගිවිසුම් හැර, ගරු නීතිපතිතුමාගේ අදහස් විමසිය යුතු නෛතික ගම්‍යාර්ථ පවතී නම්, විදේශ කටයුතු අමාත්‍යාංශයේ නිර්දේශය මත එවැනි ගිවිසුම්/ අවබෝධතා ගිවිසුම් රේඛීය අමාත්‍යාංශය විසින් ගරු නීතිපති වෙත යොමු කළ යුතු ය.","රේඛීය අමාත්‍යාංශ/ නියෝජිතායතන සෘජුවම නීතිපති දෙපාර්තමේන්තුව සමහ
සම්බන්ධ 0 ගිවිසුම්‌/ අවබෝධතා ගිවිසුම්‌ හැර, ගරු නීතිපතිතුමාගේ අදහස්‌ විමසිය යුතු
නෛතික ගම්‍යාර්ථ පවති නම්‌, විදේශ කටයුතු අමාත්‍යාංශයේ නිර්දේශය මත එවැනි ගිවිසුම්‌/,
අවබෝධතා ගිවිසුම්‌ රේඛීය අමාත්‍යාංශය විසින්‌ ගරු නීතිපති වෙත යොමු කළ යුතු ය.","රේඛීය අමාත්‍යාංශ නියෝජිතායතන ඍජුවම නීතිපති දෙපාර්තමේන්තුව සමඟ
සම්බන්ධ වන ගිවිසුම් අවබෝධතා ගිවිසුම් හැර, ගරු නීතිපතිතුමාගේ අදහස් විමසිය යුතු
නෛතික ගම්‍යාර්ථ පවතී නම්, විදේශ කටයුතු අමාත්‍යාංශයේ නිර්දේශය මත එවැනි ගිවිසුම්
අවබෝධතා ගිවිසුම් රේඛීය අමාත්‍යාංශය විසින් ගරු නීතිපති වෙත යොමු කළ යුතු ය.",87.96,98.81
"විදෙස් මූල්‍යකරණය, ණය ගැනීමේ වැඩපිළිවෙළ, ණය පහසුකම් ලබා ගැනීම සහ එම ආකාරයේ අනෙකුත් ලේඛන සඳහා වගකිව යුතු මුදල් අමාත්‍යාංශය සහ විදේශ සම්පත් දෙපාර්තමේන්තුව, ගරු නීතිපතිතුමාගේ සහ අමාත්‍ය මණ්ඩලයේ අදාළ මාර්ගෝපදේශයන්ට
සහ නිෂ්කාශනයන්ට යටත්ව කටයුතුවල නිරත වනු ඇත.","විදෙස්‌ මූල්‍යකරණය, ණය ගැනීමේ වැඩපිළිවෙළ, ණය පහසුකම්‌ ලබා ගැනීම සහ එම
ආකාරයේ අනෙකුත්‌ ලේඛන සඳහා වගකිව යුතු මුදල්‌ අමාත්‍යාංශය සහ විදේශ සම්පක්‌
දෙපාර්කමේන්තුව, ගරු නීතිපතිතුමාගේ සහ අමාත්‍ය මණ්ඩලයේ අදාළ මාර්ගෝපදේශයන්ට
සහ නිෂ්කාශනයන්ට යටත්ව කටයුතුවල නිරක වනු ඇත.","විදෙස් මූල්‍යකරණය, ණය ගැනීමේ වැඩපිළිවෙළ, ණය පහසුකම් ලබා ගැනීම සහ එම
ආකාරයේ අනෙකුත් ලේඛන සඳහා වගකිව යුතු මුදල් අමාත්‍යාංශය සහ විදේශ සම්පත්
දෙපාර්තමේන්තුව, ගරු නීතිපතිතුමාගේ සහ අමාත්‍ය මණ්ඩලයේ අදාළ මාර්ගෝපදේශයන්ට
සහ නිෂ්කාශනයන්ට යටත්ව කටයුතු වල නිරත වනු ඇත.",94.35,99.02
"එවැනි කටයුතු සහ කිසියම්
ලේඛනයක් සම්බන්ධයෙන් වූ නිගමන විදේශ කටයුතු අමාත්‍යාංශයට දැන්විය යුතු ය.","එවැනි කටයුතු සහ කිසියම්‌
ලේඛනයක්‌ සම්බන්ධයෙන්‌ වූ නිගමන විදේශ කටයුතු අමාත්‍යාංශයට දැන්විය යුතු ය.","එවැනි කටයුතු සහ කිසියම්
ලේඛනයක් සම්බන්ධයෙන් වූ නිගමන විදේශ කටයුතු අමාත්‍යාංශයට දැන්විය යුතු ය.",98.43,100.0
"විවිධ මූල්‍ය වැඩසටහන් සාකච්ඡා කිරීම, ණය ගැනීම් විධිවිධාන, ණය ආධාර සහ වෙනත්
සමාන ආකාරයේ උපකරණ පිළිබඳව ආයෝජකයින්, ණය දෙන ආයතන, විදේශීය සංවිධාන සහ දූත මණ්ඩල සමඟ සාකච්ඡා කිරීමට අදාළ චක්‍රලේඛයක් මුදල් අමාත්‍යාංශය විසින් නිකුත් කිරීමට නියමිතය.","(i) විවිධ මූල්‍ය වැඩසටහන්‌ සාකච්ඡා කිරීම, ණය ගැනීම්‌ විධිවිධාන, ණය ආධාර සහ වෙනක්‌
""සමාන ආකාරයේ උපකරණ පිළිබඳව ආයෝජකයින්‌, ණය දෙන ආයතන, විදේශීය සංවිධාන
සහ දූත මණ්ඩල සමඟ සාකච්ඡා කිරීමට අදාළ චක්‍රලේඛයක්‌ මුදල්‌ අමාත්‍යාංශය විසින්‌
නිකුත්‌ කිරීමට නියමිතය.","(ii) විවිධ මූල්‍ය වැඩසටහන් සාකච්ඡා කිරීම, ණය ගැනීම් විධිවිධාන, ණය ආධාර සහ වෙනත්
සමාන ආකාරයේ උපකරණ පිළිබඳව ආයෝජකයින්, ණය දෙන ආයතන, විදේශීය සංවිධාන
සහ දූත මණ්ඩල සමඟ සාකච්ඡා කිරීමට අදාළ චක්‍රලේඛයක් මුදල් අමාත්‍යාංශය විසින්
නිකුත් කිරීමට නියමිතය.",95.69,98.12
